Date,Open,High,Low,Close,Volume,Adj Close
2011-10-03,380.369987,382.639999,373.17001,374.600002,167274800,48.993687
2011-09-30,387.119995,388.889996,381.179993,381.319996,136910200,49.87259
2011-09-29,401.919987,402.210007,386.209988,390.570007,162771700,51.082393
2011-09-28,400.189987,403.740002,396.51001,397.009995,107409400,51.924675
2011-09-27,408.729996,409.250008,398.060005,399.260006,158124400,52.218952
2011-09-26,399.859993,403.980007,391.300011,403.170002,203219100,52.730338
2011-09-23,400.280003,406.73999,399.850006,404.299988,136569300,52.878128
2011-09-22,401.030006,409.820007,396.700001,401.820011,242120200,52.553774
2011-09-21,419.639992,421.589996,412.000004,412.140007,151494000,53.903519
2011-09-20,415.250011,422.860012,411.189999,413.449997,193938500,54.074852
2011-09-19,397.000008,413.229992,395.199993,411.630009,205965200,53.836817
2011-09-16,395.540001,400.500008,395.030003,400.500008,174628300,52.381131
2011-09-15,391.43,393.660011,389.900005,392.959995,104454700,51.394978
2011-09-14,387.019993,392.209991,385.759991,389.299992,133681100,50.916289
2011-09-13,382.139988,386.209988,380.250011,384.619991,110140100,50.304195
2011-09-12,372.999992,380.880013,371.899994,379.939991,116958100,49.6921
2011-09-09,383.929989,385.999996,375.020012,377.479988,141203300,49.370358
2011-09-08,382.399994,388.609989,382.310005,384.140007,104039600,50.241418
2011-09-07,385.560013,385.599987,382.000011,383.929989,87644200,50.21395
2011-09-06,367.37001,380.330013,366.480003,379.740013,127424500,49.665946
2011-09-02,374.740005,378.00,371.830006,374.050003,109734800,48.921753
2011-09-01,385.819992,387.34,380.720009,381.030003,85931300,49.834662
2011-08-31,390.570007,392.080002,381.860008,384.830009,130646600,50.331663
2011-08-30,388.250008,391.839996,386.209988,389.989994,104480600,51.006534
2011-08-29,388.179993,391.499989,387.999989,389.969994,101317300,51.003918
2011-08-26,371.169991,383.799999,370.799995,383.579994,160369300,50.168174
2011-08-25,365.079998,375.450008,364.999996,373.720009,217836500,48.878593
2011-08-24,373.46999,378.959995,370.599991,376.180012,156566900,49.200335
2011-08-23,360.299995,373.640007,357.00,373.600006,164208800,48.862898
2011-08-22,364.509998,364.879993,355.089996,356.439987,133828800,46.618551
2011-08-19,362.169998,366.999989,356.000004,356.029991,193972100,46.564927
2011-08-18,370.839996,372.649998,361.370007,366.050007,212858800,47.875439
2011-08-17,382.310005,384.519989,378.00,380.440002,110515300,49.757497
2011-08-16,381.52,383.370003,376.060009,380.480003,124687500,49.762728
2011-08-15,379.629997,384.970013,378.089989,383.410004,115136000,50.145941
2011-08-12,378.069988,379.640011,374.230007,376.98999,132244000,49.306272
2011-08-11,370.519989,375.450008,364.71999,373.700008,185492300,48.875977
2011-08-10,371.14999,374.64999,362.499992,363.690006,219664200,47.566776
2011-08-09,361.299992,374.609989,355.000008,374.010002,270645900,48.916521
2011-08-08,361.689987,367.769993,353.019989,353.210007,285958400,46.196103
2011-08-05,380.440002,383.499992,362.570007,373.620007,301147700,48.865514
2011-08-04,389.410007,391.320011,377.349998,377.369999,217851900,49.355973
2011-08-03,390.980003,393.549995,382.23999,392.57,183127000,51.343971
2011-08-02,397.650009,397.900002,388.35001,388.909996,159884900,50.865282
2011-08-01,397.779999,399.500011,392.369995,396.749989,153209000,51.890669
2011-07-29,387.640007,395.150005,384.000004,390.479992,158146100,51.07062
2011-07-28,391.619991,396.989994,388.130005,391.819996,148508500,51.245878
2011-07-27,400.589996,402.640003,392.14999,392.59,164831100,51.346587
2011-07-26,399.999996,404.499992,399.679989,403.410007,119145600,52.761728
2011-07-25,390.350002,399.999996,389.619999,398.499989,147451500,52.11955
2011-07-22,388.319996,395.050003,387.749996,393.300003,129182200,51.439448
2011-07-21,386.950005,390.060009,383.900002,387.290012,131633600,50.653405
2011-07-20,396.119987,396.270004,385.999996,386.89999,235335100,50.602394
2011-07-19,378.00,378.650002,373.32,376.849987,204786400,49.287961
2011-07-18,365.429993,374.64999,365.280003,373.800011,143163300,48.889057
2011-07-15,361.170002,364.999996,359.17001,364.919994,121116800,47.727645
2011-07-14,361.009998,361.610012,356.340012,357.770004,107633400,46.792503
2011-07-13,358.32999,359.999989,356.380013,358.019997,97909700,46.825199
2011-07-12,353.529987,357.679989,348.619995,353.749992,112902300,46.266728
2011-07-11,356.340012,359.769997,352.820011,354.000011,110668600,46.299428
2011-07-08,353.339996,359.999989,352.199997,359.709995,122408300,47.046233
2011-07-07,354.669987,357.999996,354.000011,357.200005,99915900,46.717953
2011-07-06,348.949989,354.099987,346.709991,351.759987,111156500,46.006456
2011-07-05,343.00,349.830009,342.499989,349.43,88763500,45.701719
2011-07-01,335.950012,343.500011,334.200012,343.260006,108828300,44.894749
2011-06-30,334.699997,336.12999,332.840008,335.670006,80738700,43.902058
2011-06-29,336.040001,336.369995,331.880013,334.040009,88136300,43.688872
2011-06-28,333.650013,336.699989,333.439995,335.26001,73574900,43.848435
2011-06-27,327.590008,333.900005,327.25,332.039989,84953400,43.427291
2011-06-24,331.369987,333.150002,325.090004,326.350006,109951800,42.683102
2011-06-23,318.94001,331.689995,318.119991,331.230011,139939800,43.321354
2011-06-22,325.159992,328.899998,322.380009,322.610001,97645800,42.193949
2011-06-21,316.680012,325.800007,315.200005,325.299995,123345600,42.545772
2011-06-20,317.360001,317.700008,310.500004,315.320007,160161400,41.240496
2011-06-17,328.990013,329.249992,319.359993,320.259987,153755000,41.886592
2011-06-16,326.900005,328.679993,318.330009,325.159992,127647800,42.527461
2011-06-15,329.750004,330.300003,324.880013,326.749989,99799000,42.735415
2011-06-14,329.999996,333.250004,329.309994,332.439999,83642300,43.479608
2011-06-13,327.200012,328.309998,325.070004,326.599998,82368300,42.715798
2011-06-10,330.549995,331.660007,325.509987,325.900009,108488800,42.624247
2011-06-09,333.250004,333.669987,330.75,331.48999,68772200,43.355357
2011-06-08,331.78001,334.799999,330.649998,332.239994,83430900,43.453449
2011-06-07,338.17001,338.219997,331.900013,332.039989,132446300,43.427291
2011-06-06,345.700008,347.049999,337.810001,338.039993,115485300,44.212027
2011-06-03,343.180004,345.330013,342.009991,343.44001,78312500,44.918292
2011-06-02,346.50,347.980007,344.300003,346.099991,84695800,45.266189
2011-06-01,348.869987,352.130009,344.649998,345.509991,138670700,45.189023
2011-05-31,341.10001,347.82999,341.000008,347.82999,104438600,45.492455
2011-05-27,334.799999,337.629997,334.310001,337.409992,50899800,44.12963
2011-05-26,335.970013,336.890007,334.430004,335.000004,55640200,43.814429
2011-05-25,333.430008,338.560005,332.849995,336.779991,73556000,44.047233
2011-05-24,335.499989,335.899998,331.34,332.190006,80481800,43.446912
2011-05-23,329.970009,335.98,329.42001,334.39999,95900000,43.735954
2011-05-20,339.560001,340.949993,335.020004,335.220009,84492100,43.843204
2011-05-19,342.080006,342.41,338.669994,340.53001,65292500,44.537695
2011-05-18,336.469997,341.049995,336.00,339.869995,83694100,44.451372
2011-05-17,331.999989,336.140003,330.73,336.140003,113083600,43.963529
2011-05-16,339.199993,341.220013,332.600002,333.299992,112443800,43.592086
2011-05-13,345.660007,346.250008,340.350006,340.499996,81529000,44.53377
2011-05-12,346.119991,347.119987,342.269997,346.569988,80500000,45.32766
2011-05-11,349.020004,350.00,345.239998,347.230003,84000000,45.413983
2011-05-10,348.889988,349.690006,346.660004,349.450001,70522900,45.704335
2011-05-09,347.860004,349.200008,346.529987,347.599998,51186800,45.462374
2011-05-06,349.690006,350.00,346.210007,346.660004,70033600,45.339433
2011-05-05,348.39999,350.950008,346.050003,346.749992,83992300,45.351202
2011-05-04,348.259987,351.830002,346.880009,349.570004,97312600,45.72003
2011-05-03,347.989994,349.890011,345.620007,348.200012,78337000,45.54085
2011-05-02,349.739994,350.469997,345.500004,346.279995,110678400,45.289732
2011-04-29,346.780006,353.949997,346.669991,350.12999,251586300,45.79327
2011-04-28,346.190006,349.750008,345.520004,346.749992,90239800,45.351202
2011-04-27,352.239998,352.349987,347.099987,350.14999,89053300,45.795886
2011-04-26,353.620003,354.989994,349.349998,350.42001,84700000,45.831202
2011-04-25,350.340008,353.749992,350.300007,353.010002,66636500,46.169945
2011-04-21,355.000008,355.129997,348.519993,350.699989,188452600,45.86782
2011-04-20,343.509998,345.749996,341.499992,342.41,175166600,44.783578
2011-04-19,333.099987,337.979992,331.709995,337.859989,104844600,44.188485
2011-04-18,326.099987,332.230007,320.160011,331.849998,152474700,43.402442
2011-04-15,333.299992,333.639999,326.800003,327.459991,113401400,42.828276
2011-04-14,334.799999,336.00,332.05999,332.419998,75450200,43.476992
2011-04-13,335.020004,336.140003,332.52,336.12999,86555000,43.962219
2011-04-12,330.489994,333.729988,330.200001,332.399998,106409800,43.474376
2011-04-11,334.060009,335.670006,330.019997,330.799988,99736700,43.265112
2011-04-08,339.92001,340.150002,333.949993,335.060005,94383800,43.822277
2011-04-07,338.099995,340.430008,336.029987,338.079994,93361800,44.217259
2011-04-06,341.220013,343.899994,337.139999,338.039993,100634800,44.212027
2011-04-05,336.990009,342.249996,336.00,338.889999,120682800,44.323199
2011-04-04,344.30999,344.60001,338.400002,341.189999,115021200,44.624015
2011-04-01,351.110012,351.589996,343.300007,344.560009,104665400,45.064776
2011-03-31,346.359997,349.799995,346.05999,348.510006,68504800,45.581394
2011-03-30,350.639988,350.879993,347.439995,348.630009,82351500,45.597089
2011-03-29,347.66,350.959995,346.05999,350.959995,88225200,45.901826
2011-03-28,353.150005,354.319992,350.44001,350.44001,77338800,45.833817
2011-03-25,348.069996,352.059994,347.020012,351.540009,112227500,45.977686
2011-03-24,341.849987,345.999989,338.860012,344.970005,101178000,45.118399
2011-03-23,339.279995,340.21999,335.950012,339.190006,93249100,44.362437
2011-03-22,342.55999,342.619991,339.139992,341.200012,81480700,44.625324
2011-03-21,335.990013,339.740005,335.26001,339.299995,102350500,44.376822
2011-03-18,337.130013,338.199997,329.999996,330.669998,188303500,43.248111
2011-03-17,336.830006,339.609989,330.660011,334.639996,164855600,43.767344
2011-03-16,342.000004,343.00,326.259991,330.01001,290502800,43.161791
2011-03-15,342.100006,347.840004,340.099987,345.429989,180270300,45.17856
2011-03-14,353.179993,356.479988,351.30999,353.560001,108989300,46.241879
2011-03-11,345.330013,352.32,344.999992,351.990005,117770100,46.03654
2011-03-10,349.120007,349.770008,344.89999,346.669991,126884800,45.340739
2011-03-09,354.689987,354.760002,350.599987,352.46999,113326500,46.099317
2011-03-08,354.909992,357.400009,352.250011,355.759998,89079200,46.529615
2011-03-07,361.399994,361.669987,351.30999,355.359989,136530800,46.477298
2011-03-04,360.070004,360.290009,357.750004,359.999989,113316700,47.084161
2011-03-03,357.189991,359.789997,355.920002,359.560005,125197100,47.026616
2011-03-02,349.959999,354.350006,348.39999,352.119995,150647700,46.053542
2011-03-01,355.470005,355.719997,347.68,349.309998,114034200,45.686024
2011-02-28,351.240002,355.049995,351.119999,353.210007,100768500,46.196103
2011-02-25,345.259998,348.430004,344.799988,348.160011,95004700,45.535618
2011-02-24,344.019997,345.150009,338.369987,342.879997,124975200,44.845048
2011-02-23,338.769997,344.640011,338.609993,342.619991,167963600,44.811042
2011-02-22,342.149994,345.400002,337.720013,338.609993,218138900,44.286577
2011-02-18,358.709999,359.500004,349.519989,350.560013,204014300,45.849513
2011-02-17,357.249992,360.270008,356.519989,358.300003,132645800,46.861821
2011-02-16,360.800007,364.899994,360.50,363.129993,120289400,47.493532
2011-02-15,359.19001,359.970001,357.549999,359.900013,71043700,47.071085
2011-02-14,356.790009,359.480003,356.710007,359.179996,77604100,46.976915
2011-02-11,354.749989,357.799992,353.540001,356.85001,91893200,46.672177
2011-02-10,357.389996,359.999989,348.000008,354.539997,232137500,46.370052
2011-02-09,355.189999,358.999992,354.869991,358.16,120686300,46.84351
2011-02-08,353.680004,355.519993,352.150009,355.200012,95260200,46.456375
2011-02-07,347.889992,353.250008,347.639999,351.87999,121255400,46.022151
2011-02-04,343.639988,346.700005,343.509998,346.50,80460100,45.318506
2011-02-03,343.799992,344.240002,338.549992,343.44001,98449400,44.918292
2011-02-02,344.449993,345.250011,343.549999,344.320004,64738800,45.033386
2011-02-01,341.299988,345.649994,340.980007,345.030006,106658300,45.126247
2011-01-31,335.799995,340.040012,334.299988,339.319996,94311700,44.379438
2011-01-28,344.169987,344.400005,333.53001,336.100002,148014300,43.958297
2011-01-27,343.779991,344.689999,342.830009,343.209991,71256500,44.888208
2011-01-26,342.959999,345.600006,341.499992,343.850006,126718900,44.971915
2011-01-25,336.329994,341.439991,334.570007,341.39999,136717000,44.651479
2011-01-24,326.869991,337.449993,326.720001,337.449993,143670800,44.134862
2011-01-21,333.769989,334.880001,326.630013,326.720001,188600300,42.731493
2011-01-20,336.429996,338.299999,330.119999,332.680004,191197300,43.510998
2011-01-19,348.350002,348.599995,336.879993,338.840012,283903200,44.316661
2011-01-18,329.520012,344.759987,326.000011,340.650013,470249500,44.55339
2011-01-14,345.889999,348.479992,344.440006,348.479992,77210000,45.577468
2011-01-13,345.159996,346.640003,343.850006,345.680008,74195100,45.21126
2011-01-12,343.249992,344.429993,342.000004,344.420006,75647600,45.046465
2011-01-11,344.87999,344.959991,339.470013,341.639996,111027000,44.682869
2011-01-10,338.829998,343.229992,337.169987,342.450001,112140000,44.788809
2011-01-07,333.989994,336.349995,331.900013,336.120003,77982800,43.960913
2011-01-06,334.719997,335.249996,332.900009,333.729988,75107200,43.648325
2011-01-05,329.549999,334.339989,329.500011,334.000008,63879900,43.68364
2011-01-04,332.439999,332.50,328.149994,331.290012,77270200,43.329202
2011-01-03,325.640003,330.260002,324.840012,329.57,111284600,43.104243
